Team,Matches
3008,2024casj_qm11,2024casj_qm19,2024casj_qm26,2024casj_qm33,2024casj_qm37,2024casj_qm44,2024casj_qm5,2024casj_qm56,2024casj_qm60,2024casj_qm68,2024casj_qm73
3189,2024casj_qm14,2024casj_qm19,2024casj_qm28,2024casj_qm32,2024casj_qm38,2024casj_qm44,2024casj_qm50,2024casj_qm57,2024casj_qm6,2024casj_qm70,2024casj_qm75
3256,2024casj_qm21,2024casj_qm26,2024casj_qm34,2024casj_qm38,2024casj_qm46,2024casj_qm55,2024casj_qm6,2024casj_qm62,2024casj_qm67,2024casj_qm72,2024casj_qm9
3309,2024casj_qm12,2024casj_qm16,2024casj_qm27,2024casj_qm30,2024casj_qm37,2024casj_qm4,2024casj_qm43,2024casj_qm50,2024casj_qm58,2024casj_qm67,2024casj_qm74
3859,2024casj_qm11,2024casj_qm18,2024casj_qm22,2024casj_qm29,2024casj_qm36,2024casj_qm45,2024casj_qm50,2024casj_qm58,2024casj_qm6,2024casj_qm65,2024casj_qm71
4990,2024casj_qm10,2024casj_qm15,2024casj_qm23,2024casj_qm3,2024casj_qm34,2024casj_qm37,2024casj_qm47,2024casj_qm52,2024casj_qm57,2024casj_qm64,2024casj_qm74
5026,2024casj_qm14,2024casj_qm17,2024casj_qm2,2024casj_qm22,2024casj_qm34,2024casj_qm37,2024casj_qm48,2024casj_qm51,2024casj_qm63,2024casj_qm67,2024casj_qm77
5027,2024casj_qm16,2024casj_qm28,2024casj_qm34,2024casj_qm39,2024casj_qm49,2024casj_qm5,2024casj_qm53,2024casj_qm58,2024casj_qm64,2024casj_qm71,2024casj_qm8
5104,2024casj_qm1,2024casj_qm20,2024casj_qm28,2024casj_qm33,2024casj_qm36,2024casj_qm44,2024casj_qm54,2024casj_qm59,2024casj_qm64,2024casj_qm71,2024casj_qm9
581,2024casj_qm19,2024casj_qm24,2024casj_qm29,2024casj_qm4,2024casj_qm42,2024casj_qm47,2024casj_qm51,2024casj_qm58,2024casj_qm69,2024casj_qm72,2024casj_qm8
604,2024casj_qm13,2024casj_qm20,2024casj_qm24,2024casj_qm34,2024casj_qm40,2024casj_qm44,2024casj_qm5,2024casj_qm50,2024casj_qm62,2024casj_qm65,2024casj_qm73
6238,2024casj_qm14,2024casj_qm21,2024casj_qm24,2024casj_qm35,2024casj_qm40,2024casj_qm48,2024casj_qm54,2024casj_qm60,2024casj_qm64,2024casj_qm7,2024casj_qm74
6348,2024casj_qm13,2024casj_qm21,2024casj_qm28,2024casj_qm3,2024casj_qm33,2024casj_qm39,2024casj_qm49,2024casj_qm55,2024casj_qm58,2024casj_qm68,2024casj_qm77
668,2024casj_qm15,2024casj_qm26,2024casj_qm3,2024casj_qm30,2024casj_qm40,2024casj_qm45,2024casj_qm54,2024casj_qm57,2024casj_qm65,2024casj_qm77,2024casj_qm8
670,2024casj_qm11,2024casj_qm19,2024casj_qm22,2024casj_qm30,2024casj_qm36,2024casj_qm46,2024casj_qm5,2024casj_qm51,2024casj_qm61,2024casj_qm69,2024casj_qm74
6884,2024casj_qm1,2024casj_qm11,2024casj_qm15,2024casj_qm25,2024casj_qm30,2024casj_qm38,2024casj_qm48,2024casj_qm53,2024casj_qm62,2024casj_qm70,2024casj_qm76
6918,2024casj_qm1,2024casj_qm14,2024casj_qm20,2024casj_qm27,2024casj_qm32,2024casj_qm36,2024casj_qm43,2024casj_qm51,2024casj_qm57,2024casj_qm68,2024casj_qm72
7413,2024casj_qm12,2024casj_qm15,2024casj_qm22,2024casj_qm33,2024casj_qm38,2024casj_qm49,2024casj_qm56,2024casj_qm61,2024casj_qm65,2024casj_qm7,2024casj_qm72
7419,2024casj_qm11,2024casj_qm16,2024casj_qm2,2024casj_qm23,2024casj_qm29,2024casj_qm39,2024casj_qm44,2024casj_qm54,2024casj_qm60,2024casj_qm67,2024casj_qm77
8048,2024casj_qm12,2024casj_qm18,2024casj_qm24,2024casj_qm29,2024casj_qm41,2024casj_qm48,2024casj_qm5,2024casj_qm52,2024casj_qm62,2024casj_qm66,2024casj_qm77
8404,2024casj_qm2,2024casj_qm20,2024casj_qm25,2024casj_qm29,2024casj_qm36,2024casj_qm48,2024casj_qm55,2024casj_qm61,2024casj_qm64,2024casj_qm75,2024casj_qm8
841,2024casj_qm1,2024casj_qm13,2024casj_qm16,2024casj_qm22,2024casj_qm35,2024casj_qm41,2024casj_qm47,2024casj_qm55,2024casj_qm63,2024casj_qm66,2024casj_qm75
8546,2024casj_qm1,2024casj_qm14,2024casj_qm17,2024casj_qm26,2024casj_qm31,2024casj_qm41,2024casj_qm45,2024casj_qm56,2024casj_qm60,2024casj_qm69,2024casj_qm74
9114,2024casj_qm10,2024casj_qm16,2024casj_qm26,2024casj_qm32,2024casj_qm41,2024casj_qm47,2024casj_qm51,2024casj_qm59,2024casj_qm65,2024casj_qm7,2024casj_qm76
9125,2024casj_qm2,2024casj_qm21,2024casj_qm27,2024casj_qm35,2024casj_qm41,2024casj_qm46,2024casj_qm52,2024casj_qm61,2024casj_qm70,2024casj_qm73,2024casj_qm8
9470,2024casj_qm13,2024casj_qm18,2024casj_qm28,2024casj_qm32,2024casj_qm37,2024casj_qm46,2024casj_qm53,2024casj_qm60,2024casj_qm66,2024casj_qm7,2024casj_qm72
9504,2024casj_qm10,2024casj_qm17,2024casj_qm23,2024casj_qm31,2024casj_qm42,2024casj_qm46,2024casj_qm50,2024casj_qm58,2024casj_qm68,2024casj_qm7,2024casj_qm75
972,2024casj_qm17,2024casj_qm25,2024casj_qm31,2024casj_qm4,2024casj_qm41,2024casj_qm49,2024casj_qm54,2024casj_qm57,2024casj_qm64,2024casj_qm72,2024casj_qm9
987,2024casj_qm12,2024casj_qm21,2024casj_qm25,2024casj_qm31,2024casj_qm37,2024casj_qm45,2024casj_qm51,2024casj_qm59,2024casj_qm6,2024casj_qm66,2024casj_qm71
